Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,verify_strain,stand_strain,unique_chemicals,stand_strain_bin,pIC50
CHEMBL2086453,,,418.49,0.0,4.26,"153(1S,2S)",C/C=C/c1cc(OC)c(O[C@@H](C)[C@@H](O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,IC50,'=',3650.0,nM,5.44,,,UO_0000065,0,CHEMBL2090888,organism-based format,HepG2,CHEMBL2086285,1,Scientific Literature,J Med Chem,CHEMBL3307718,Antimalarial activity against liver stages of Plasmodium falciparum NF54 infected in human HepG2 cells after 6 days by fluorescence microscopy,,,,NF54,NF54,,NF54,5.44
CHEMBL584235,,,346.9,0.0,3.79,6787,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21.Cl,IC50,'=',2825.82,nM,5.55,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,5.55
CHEMBL584015,,,496.69,1.0,5.56,7591,COc1ccc(C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C)cc1,IC50,'=',3220.62,nM,5.49,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,5.49
CHEMBL530223,,,367.41,0.0,2.53,665878,COc1cccc(NC(=O)[C@H](C(C)C)n2c(=O)[nH]c3ccccc3c2=O)c1,IC50,'=',2753.07,nM,5.56,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,5.56
CHEMBL2316802,,,424.89,0.0,4.82,72a Hybrid-10,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL4193441,organism-based format,,CHEMBL4190314,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against synchronous culture of Plasmodium falciparum W2 ring stage infected in human erythrocytes after 48 hrs by flow cytometry,,,,W2,W2,,W2,7.96
CHEMBL497684,,,234.26,0.0,3.84,14,Cc1nc2c(ccc3cccnc32)c2occc12,IC50,'=',5500.0,nM,5.26,,,UO_0000065,0,CHEMBL1004793,organism-based format,,CHEMBL1155951,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes after 48 hrs by microscopy,,,,W2,W2,,W2,5.26
CHEMBL3335099,,,335.38,0.0,3.79,10,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1,IC50,'=',780.0,nM,6.11,,,UO_0000065,0,CHEMBL3389350,organism-based format,,CHEMBL3351566,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against transgenic Plasmodium falciparum NF54-pfs16-GFP late stage gametocytes after 72 hrs by mitotracker red CM-H2XRos dye based confocal imaging assay,,,,NF54,NF54,,NF54,6.11
CHEMBL4246869,,,380.92,1.0,5.36,25,Clc1ccc(-c2ccc(CNCC3CCNCC3)o2)c(-c2ccccc2)c1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,5.85
CHEMBL4097620,,,373.44,0.0,4.19,42,CCNCCNc1cc(-c2ccc(F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',1770.0,nM,5.75,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,5.75
CHEMBL4794183,,,359.31,0.0,4.11,14,Nc1ncc(-c2ccc(C(=O)O)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',649.0,nM,6.19,,,UO_0000065,0,CHEMBL4719504,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against early stage (II/III) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.19
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,Artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',63.0,nM,7.2,,,UO_0000065,0,CHEMBL4338838,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 early gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,7.2
CHEMBL3798981,,,444.42,1.0,5.43,45,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4cccc(C#N)c4)ccc3ncc21,IC50,'=',2160.0,nM,5.67,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.67
CHEMBL3799322,,,439.82,1.0,6.21,50,O=c1[nH]c2cnc3ccc(-c4ccc(Cl)cc4)cc3c2n1-c1cccc(C(F)(F)F)c1,IC50,'=',3560.0,nM,5.45,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.45
CHEMBL4167748,,,523.64,1.0,4.16,14,Cc1cn2c(-c3ccnc(NCC4CC4)n3)c(-c3ccc(F)c(NS(C)(=O)=O)c3)nc2cc1CN(C)C,IC50,'=',2.1,nM,8.68,,,UO_0000065,0,CHEMBL4149580,organism-based format,,CHEMBL4145579,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against mature gametocytes of Plasmodium falciparum 3D7 infected in mouse,,,,3D7,3D7,,3D7,8.68
CHEMBL4746251,,,360.3,0.0,3.5,13,Nc1ncc(-c2ccc(C(=O)O)cc2)nc1-c1ccc(C(F)(F)F)nc1,IC50,'=',845.0,nM,6.07,,,UO_0000065,0,CHEMBL4719503,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against late stage (IV/V) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.07
CHEMBL4079203,,,435.45,1.0,5.21,26,N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NC2CCNCC2)n2c1nc1ccccc12,IC50,'=',1160.0,nM,5.94,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,5.94
CHEMBL4097624,,,605.49,2.0,7.68,32,CCN(CC)Cc1cc(/C=N/N=C(\N)CC(O)c2cc3c(Cl)cc(Cl)cc3c3cc(C(F)(F)F)ccc23)ccc1O,IC50,'=',345.0,nM,6.46,,,UO_0000065,0,CHEMBL4013660,assay format,,CHEMBL4011644,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against transgenic GFP-fused Plasmodium falciparum NF54 ring stage gametocytes after 72 hrs by Mitotracker Red CMH2XRos staining based confocal microscopic method,,,,NF54,NF54,,NF54,6.46
CHEMBL4461205,,,405.34,0.0,3.32,30,CCCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',181.0,nM,6.74,,,UO_0000065,0,CHEMBL4338838,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 early gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.74
CHEMBL4437480,,,375.45,0.0,4.47,2p,O=C(O)c1ccccc1SCc1cn(Cc2ccc3ccccc3c2)nn1,IC50,'=',20540.0,nM,4.69,,,UO_0000065,0,CHEMBL4312172,organism-based format,,CHEMBL4311937,1,Scientific Literature,Medchemcomm,,Antimalarial activity against synchronized ring stage Plasmodium falciparum 3D7 transfected with nano-luciferase assessed as parasite growth inhibition after 72 hrs by Nano-Glo luciferase assay,,,,3D7,3D7,,3D7,4.69
CHEMBL4174142,,,446.16,0.0,-0.07,5d,Fc1cccc2c1-c1ccccc1[I+]2.O=S(=O)([O-])C(F)(F)F,IC50,'=',80.0,nM,7.1,,,UO_0000065,0,CHEMBL4146077,organism-based format,,CHEMBL4145448,1,Scientific Literature,Eur J Med Chem,,Growth inhibition of drug-resistant GFP-fused Plasmodium falciparum D10 after 90 hrs by ethidium bromide staining based flow cytometry,,,,D10,D10,,D10,7.1
CHEMBL4070451,,,522.33,2.0,7.27,31,N/C(CC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12)=N\N=C\c1ccc(F)cc1,IC50,'=',36.0,nM,7.44,,,UO_0000065,0,CHEMBL4013660,assay format,,CHEMBL4011644,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against transgenic GFP-fused Plasmodium falciparum NF54 ring stage gametocytes after 72 hrs by Mitotracker Red CMH2XRos staining based confocal microscopic method,,,,NF54,NF54,,NF54,7.44
CHEMBL249728,,,334.88,0.0,3.22,A122,CCN1CCN(C(=S)Nc2ccnc3cc(Cl)ccc23)CC1,IC50,'=',1800.0,nM,5.75,,,UO_0000065,0,CHEMBL941940,organism-based format,,CHEMBL1139820,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 in LDH reporter assay after 48 hrs,,,,D10,D10,,D10,5.74
CHEMBL3354445,,,504.32,2.0,4.63,5,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CNCCc3ccc(Cl)cc3Cl)c(O)cc(O)c12,IC50,'=',9670.0,nM,5.01,,,UO_0000065,0,CHEMBL3376037,organism-based format,,CHEMBL3351935,1,Scientific Literature,Bioorg Med Chem Lett,,Antigametocytocidal activity against Plasmodium falciparum NF54-pfs16-GPF early (1 to 3) gametocyte assessed as viability after 72 hrs by MitoTracker Red CM-H2XRos/micro-plate confocal imaging system,,,,NF54,NF54,,NF54,5.01
CHEMBL4171560,,,414.63,1.0,6.5,9,CC(C)C[C@@H]1C[C@@]2(CC[C@@]3(C)C[C@]2(C)C3(C)C)OC2=C1C(=O)C(C)(C)C(=O)C2(C)C,IC50,'=',13600.0,nM,4.87,,,UO_0000065,0,CHEMBL4150765,organism-based format,,CHEMBL4145643,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against drug-sensitive Plasmodium falciparum 3D7 ring stage infected in human erythrocytes after 72 hrs by DAPI staining based method,,,,3D7,3D7,,3D7,4.87
CHEMBL1673094,,,401.53,0.0,1.92,44,C[C@H]1[C@H](N2CCS(=O)(=O)CC2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',42.4,nM,7.37,,,UO_0000065,0,CHEMBL5246817,organism-based format,,CHEMBL5244272,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against late blood stage Plasmodium falciparum NF54 gametocytes,,,,NF54,NF54,,NF54,7.37
CHEMBL2419642,,,427.29,0.0,3.9,1b,C[n+]1c(/C=C/c2c[nH]c3ccccc23)cc(N)c2ccccc21.[I-],IC50,'=',4000.0,nM,5.4,,,UO_0000065,0,CHEMBL2421229,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 4 to 5 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by MitoTracker Red CMXRos-based assay,,,,NF54,NF54,,NF54,5.4
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',130.0,nM,6.89,,,UO_0000065,0,CHEMBL2421230,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 1 to 3 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.89
CHEMBL2419450,,,285.35,0.0,4.47,11a,Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,IC50,'=',370.0,nM,6.43,,,UO_0000065,0,CHEMBL2421230,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 1 to 3 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.43
CHEMBL254813,,,543.5,1.0,6.1,44,Cl.Cl.c1ccc2[nH]c(-c3ccc(N4CCN(c5ccc(-c6nc7ccccc7[nH]6)cc5)CC4)cc3)nc2c1,IC50,'=',4880.0,nM,5.31,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,5.31
CHEMBL401854,,,458.44,0.0,3.07,12,C(=C1CCN(c2ccc(C3=NCCN3)cc2)CC1)c1ccc(C2=NCCN2)cc1.Cl.Cl,IC50,'=',840.0,nM,6.08,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,6.08
CHEMBL249457,,,460.45,0.0,2.85,11,Cl.Cl.c1cc(C2=NCCN2)ccc1CC1CCN(c2ccc(C3=NCCN3)cc2)CC1,IC50,'=',402.0,nM,6.4,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,6.4
CHEMBL1782158,,,267.76,0.0,0.79,16.1,CC1(C)N=C(N)N=C(NCc2ccccc2)N1.Cl,IC50,'=',49750.0,nM,4.3,,,UO_0000065,0,CHEMBL1785111,cell-based format,,CHEMBL1781907,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine and cycloguanil-resistant Plasmodium falciparum FCR-3/Gambia ring stage infected in human red blood cells assessed as inhibition of [3H]-hypoxanthine incorporation incubated 24 hrs before addition of [3H]-hypoxanthine measured after 24 hrs,,,,FCR-3,FcR3,,FcR3,4.3
CHEMBL537372,,,324.38,0.0,3.01,23985,COc1ccc(-c2cnc3ccc(N4CCCC4)nn23)cc1OC,IC50,'=',410.0,nM,6.39,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,6.39
CHEMBL4853001,,,490.48,1.0,6.25,39,CCNCc1cc(C)cc(Nc2nc3cc(F)c(F)cc3n2Cc2ccc(C(F)(F)F)cc2)c1O,IC50,'=',2330.0,nM,5.63,,,UO_0000065,0,CHEMBL4835696,organism-based format,,CHEMBL4834426,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual stage (IV/V) Plasmodium falciparum NF54 late gametocytes transfected with GFP-Luc assessed as inhibition of exflagellation of male gametes incubated for 48 hrs by microscopy based luciferase reporter gene assay relative to control,,,,NF54,NF54,,NF54,5.63
CHEMBL535411,,,489.5,0.0,3.56,17,Cl.Cl.N=C(NC1CC1)c1ccc(N2CCCN(c3ccc(C(=N)NC4CC4)cc3)CC2)cc1,IC50,'=',306.0,nM,6.51,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,6.51
CHEMBL249287,,,350.92,0.0,3.91,A121,CCN(CC)CCCNC(=S)Nc1ccnc2cc(Cl)ccc12,IC50,'=',2200.0,nM,5.66,,,UO_0000065,0,CHEMBL941940,organism-based format,,CHEMBL1139820,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 in LDH reporter assay after 48 hrs,,,,D10,D10,,D10,5.66
CHEMBL546531,,,462.43,0.0,3.68,19995,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1,IC50,'=',1436.85,nM,5.84,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,5.84
CHEMBL600488,,,280.17,0.0,3.96,666095,CCCc1c(C)nc2ccc(Br)cc2c1O,IC50,'=',8898.85,nM,5.05,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,5.05
CHEMBL1782208,,,389.89,0.0,2.03,16.25,COc1ccc(OCCCNC2=NC(N)=NC(c3ccccc3)N2)cc1.Cl,IC50,'=',12310.0,nM,4.91,,,UO_0000065,0,CHEMBL1785111,cell-based format,,CHEMBL1781907,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine and cycloguanil-resistant Plasmodium falciparum FCR-3/Gambia ring stage infected in human red blood cells assessed as inhibition of [3H]-hypoxanthine incorporation incubated 24 hrs before addition of [3H]-hypoxanthine measured after 24 hrs,,,,FCR-3,FcR3,,FcR3,4.91
CHEMBL4164515,,,441.43,0.0,4.43,1,O=[N+]([O-])c1ccc(N2CCC(NCCC(O)c3ccc(F)cc3)CC2)c(C(F)(F)F)c1,IC50,'=',1710.0,nM,5.77,,,UO_0000065,0,CHEMBL4154742,organism-based format,,CHEMBL4152256,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum FCR-3 sporozoites infected in human primary hepatocytes treated simultaneously with infection by DAPI staining based HCS analysis,,,,FCR-3,FcR3,,FcR3,5.77
CHEMBL592105,METHYLROSANILINE,-1.0,389.54,0.0,4.17,665941,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,IC50,'=',445.5,nM,6.35,,,UO_0000065,0,CHEMBL3301457,organism-based format,,CHEMBL3301451,17,Medicines for Malaria Venture () Malaria Box,,,MMV: P. falciparum NF54 functionally mature Stage V gametocytes were incubated for 24 hr in the presence of the test compounds. Gamete formation was then triggered by addition of 2uM xantheurenic acid and temperature decrease to ~20C. Female gamete formation was recorded 24 hr later by automated microscopy detection of surface labelling of female gametes with a Cy3-conjugated antibody reactive to Pfs25. All compounds were tested in 4 independent experiments and data presented here is the mean. IC50s determined for selected compounds.,,,,NF54,NF54,,NF54,6.35
CHEMBL249456,,,374.44,0.0,3.41,1,N=C(N)c1ccc(OCc2cccc(COc3ccc(C(=N)N)cc3)c2)cc1,IC50,'=',85.0,nM,7.07,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,7.07
CHEMBL2419641,,,441.32,0.0,4.21,1a,Cc1[nH]c2ccccc2c1/C=C/c1cc(N)c2ccccc2[n+]1C.[I-],IC50,'=',350.0,nM,6.46,,,UO_0000065,0,CHEMBL2421230,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 1 to 3 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.46
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,Artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',3.8,nM,8.42,,,UO_0000065,0,CHEMBL3297427,organism-based format,,CHEMBL3286295,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against late stage gametocyte stage of Plasmodium falciparum NF54 after 72 hrs,,,,NF54,NF54,,NF54,8.42
CHEMBL2316798,,,414.34,1.0,5.56,72a Hybrid-8,O=C(/C=C/c1ccc(Cl)cc1)NCCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL4193441,organism-based format,,CHEMBL4190314,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against synchronous culture of Plasmodium falciparum W2 ring stage infected in human erythrocytes after 48 hrs by flow cytometry,,,,W2,W2,,W2,7.96
CHEMBL4228534,,,471.99,1.0,6.65,C-8,CCN(CC)c1ccc2cc(C3=NN(c4ccccc4)C(c4ccc(Cl)cc4)C3)c(=O)oc2c1,IC50,'=',10400.0,nM,4.98,,,UO_0000065,0,CHEMBL4223065,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine sensitive Plasmodium falciparum MRC-02 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,MRC-02,MRC-02,,MRC-2,4.98
CHEMBL5434251,,,471.49,0.0,4.45,10,Cc1ccc2[nH]c(NC3CCN(CCc4ccc(-c5noc(C(F)(F)F)n5)cc4)CC3)nc2n1,IC50,'=',1620.0,nM,5.79,,,UO_0000065,0,CHEMBL5338529,organism-based format,,CHEMBL5335864,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against immature stage gametocytes Plasmodium falciparum NF54 incubated for 48 hrs by luciferase activity assay,,,,NF54,NF54,,NF54,5.79
