Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,Strains,pIC50,Flag Resistance,Flag Groups,Representative_pIC50,active_6,elite_75
CHEMBL1802543,,,389.89,0.0,4.65,10b,CN(C)CCNc1cc(-c2ccc(Cl)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',310.0,nM,6.51,,,UO_0000065,0,CHEMBL1803233,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as 3H-hypoxanthine incorporation after 48 hrs by liquid scintillation counting,,,,K1,6.51,multidrug resistant,MDR,6.51,True,False
CHEMBL1813090,,,516.41,2.0,6.8,71,COC1=CC(c2ccc[nH]2)=N/C1=C\c1[nH]c(Cc2ccc(Br)cc2)cc1Cc1ccc(F)cc1,IC50,'=',5.7,nM,8.24,,,UO_0000065,0,CHEMBL1816225,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity Plasmodium falciparum D6 after 72 hrs by SYBR Green I based fluorescence assay,,,,D6,8.24,,,8.24,True,True
CHEMBL1813094,,,488.42,1.0,7.21,75,COC1=CC(c2ccc[nH]2)=N/C1=C\c1[nH]c(Cc2ccccc2Cl)cc1Cc1ccccc1Cl,IC50,'=',3.6,nM,8.44,,,UO_0000065,0,CHEMBL1816225,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity Plasmodium falciparum D6 after 72 hrs by SYBR Green I based fluorescence assay,,,,D6,8.44,,,8.44,True,True
CHEMBL1812897,,,329.4,0.0,4.31,39,COC1=CC(c2ccc[nH]2)=N/C1=C\c1[nH]ccc1Cc1ccccc1,IC50,'=',86.0,nM,7.07,,,UO_0000065,0,CHEMBL1816226,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity multidrug-resistant Plasmodium falciparum Dd2 after 72 hrs by SYBR Green I based fluorescence assay,,,,Dd2,7.07,multidrug resistant,MDR,7.07,True,False
CHEMBL1813085,,,488.42,1.0,7.21,66,COC1=CC(c2ccc[nH]2)=N/C1=C\c1[nH]c(Cc2ccc(Cl)cc2)cc1Cc1ccc(Cl)cc1,IC50,'=',4.8,nM,8.32,,,UO_0000065,0,CHEMBL1816226,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity multidrug-resistant Plasmodium falciparum Dd2 after 72 hrs by SYBR Green I based fluorescence assay,,,,Dd2,8.32,multidrug resistant,MDR,8.32,True,True
CHEMBL1813089,,,532.87,2.0,7.31,70,COC1=CC(c2ccc[nH]2)=N/C1=C\c1[nH]c(Cc2ccc(Br)cc2)cc1Cc1ccc(Cl)cc1,IC50,'=',7.7,nM,8.11,,,UO_0000065,0,CHEMBL1816226,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity multidrug-resistant Plasmodium falciparum Dd2 after 72 hrs by SYBR Green I based fluorescence assay,,,,Dd2,8.11,multidrug resistant,MDR,8.11,True,True
CHEMBL1800556,,,415.52,1.0,5.31,9f,CCN(CC)CCCNc1cc(-c2cccc(F)c2)c(C#N)c2nc3ccccc3n12,IC50,'=',460.0,nM,6.34,,,UO_0000065,0,CHEMBL1803233,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as 3H-hypoxanthine incorporation after 48 hrs by liquid scintillation counting,,,,K1,6.34,multidrug resistant,MDR,6.34,True,False
CHEMBL1800562,,,465.48,0.0,4.79,4k,N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCOCC2)n2c1nc1ccccc12,IC50,'=',490.0,nM,6.31,,,UO_0000065,0,CHEMBL1803233,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as 3H-hypoxanthine incorporation after 48 hrs by liquid scintillation counting,,,,K1,6.31,multidrug resistant,MDR,6.31,True,False
CHEMBL1800623,,,427.53,0.0,4.77,"3, TDR44047",CCCc1cc(N2CCN(Cc3ccc(F)cc3)CC2)n2c(nc3ccccc32)c1C#N,IC50,'=',53.0,nM,7.28,,,UO_0000065,0,CHEMBL1804015,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum NF54,,,,NF54,7.28,,,7.28,True,False
CHEMBL1800559,,,423.44,1.0,5.07,4h,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',90.0,nM,7.05,,,UO_0000065,0,CHEMBL1804014,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum HB3,,,,HB3,7.05,,,7.05,True,False
CHEMBL1800625,,,519.55,1.0,5.02,4bb,CN(C)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',140.0,nM,6.85,,,UO_0000065,0,CHEMBL1803233,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as 3H-hypoxanthine incorporation after 48 hrs by liquid scintillation counting,,,,K1,6.85,multidrug resistant,MDR,6.85,True,False
CHEMBL3217195,,,510.39,1.0,5.41,4ea,CN(C)CCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',260.0,nM,6.58,,,UO_0000065,0,CHEMBL1803233,organism-based format,,CHEMBL1799932,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as 3H-hypoxanthine incorporation after 48 hrs by liquid scintillation counting,,,,K1,6.59,multidrug resistant,MDR,6.59,True,False
CHEMBL262298,,,628.18,2.0,6.28,57,O=C(CN1CCCCC1)Nc1cc(CN2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,IC50,'=',13.2,nM,7.88,,,UO_0000065,0,CHEMBL761303,organism-based format,,CHEMBL1134569,1,Scientific Literature,J Med Chem,,Inhibitory activity against chloroquine-resistant Plasmodium falciparum FcB1R,,,,FcB1-R,7.88,chloroquine resistant,CQR,7.88,True,True
CHEMBL3216192,,,503.52,0.0,3.18,13,CN1CCCN=C1c1ccc(N2CCN(c3ccc(C4=NCCCN4C)cc3)CC2)cc1,IC50,'=',5.0,nM,8.3,,,UO_0000065,0,CHEMBL760274,organism-based format,,CHEMBL1148453,1,Scientific Literature,J Med Chem,,In vitro antiparasitic activity against chloroquine-sensitive Plasmodium falciparum Haiti 135,,,,Haiti 135,8.3,chloroquine sensitive,CQS,8.3,True,True
CHEMBL366631,,,376.49,0.0,4.46,6b,CO[C@H]1O[C@@]2(C)OOC13[C@H](CCOCc1ccccc1)CCC[C@@H]3C[C@@H]2C,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL760657,organism-based format,,CHEMBL1131600,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54,,,,NF54,7.96,chloroquine sensitive,CQS,7.96,True,True
CHEMBL343320,,,452.39,1.0,5.32,10,Clc1ccc2c(NCCN3CCN(c4ccnc5cc(Cl)ccc45)CC3)ccnc2c1,IC50,'=',9.0,nM,8.05,,,UO_0000065,0,CHEMBL760053,organism-based format,,CHEMBL1131162,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against chloroquine-resistant Plasmodium falciparum W2,,,,W2,8.05,chloroquine resistant,CQR,8.05,True,True
CHEMBL253716,,,382.94,0.0,4.1,3i,CC(C)NCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12,IC50,'=',34.0,nM,7.47,,,UO_0000065,0,CHEMBL1681218,organism-based format,,CHEMBL1671820,1,Scientific Literature,J Med Chem,,"Antiplasmodial activity against chloroquine-sensitive, mefloquine-resistant ring stage Plasmodium falciparum D6 infected in human red blood cells after 48 hrs",,,,D6,7.47,chloroquine sensitive mefloquine resistant,"CQS, MEFR",7.47,True,False
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',1295.0,nM,5.89,,,UO_0000065,0,CHEMBL1676973,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09A41 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",,,,F09A41,5.89,,,5.89,False,False
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',260.0,nM,6.58,,,UO_0000065,0,CHEMBL1677074,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F08B40 harboring pfnhe1 ms4760 haplotype 21 carrying 1 copy of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184F 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",,,,F08B40,6.59,,,6.59,True,False
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',191.0,nM,6.72,,,UO_0000065,0,CHEMBL1676228,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09N1 harboring pfnhe1 ms4760 haplotype 1 carrying 2 copies of DNNND and 2 copies of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042D 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",,,,F09N1,6.72,,,6.72,True,False
CHEMBL437196,DEHYDROHYPERFORIN,,534.78,2.0,8.44,9,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2OC(C)(C)C=C1,IC50,'=',8600.0,nM,5.07,,,UO_0000065,0,CHEMBL907613,organism-based format,,CHEMBL1144599,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity after 48 hrs against Plasmodium falciparum K1 in human erythrocytes,,,,K1,5.07,,,5.07,False,False
CHEMBL404523,,,408.98,0.0,4.59,3j,C[n+]1c2ccccc2c(NCCCN2CCCCC2)c2[nH]c3ccccc3c21,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL1681216,organism-based format,,CHEMBL1671820,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive ring stage Plasmodium falciparum 3D7 infected in human red blood cells after 48 hrs,,,,3D7,7.64,chloroquine sensitive,CQS,7.64,True,True
CHEMBL1682448,,,1033.38,,,8{41},CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)Nc2cccc(-c3ccccc3)c2OC)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',113.5,nM,6.95,,,UO_0000065,0,CHEMBL1687072,organism-based format,,CHEMBL1681728,1,Scientific Literature,Bioorg Med Chem,,"Antimalarial activity against chloroquine-,pyrimethamine-resistant Plasmodium falciparum W2 assessed as inhibition of [3H]hypoxanthine incorporation after 96 hrs by microtiter plate scintillation counting",,,,W2,6.95,chloroquine pyrimethamine resistant,"CQR, PYRR",6.95,True,False
CHEMBL1682575,,,993.26,3.0,4.25,8{23},CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)Nc2ccc(OC(F)F)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',121.1,nM,6.92,,,UO_0000065,0,CHEMBL1687070,organism-based format,,CHEMBL1681728,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum TM91C235 assessed as inhibition of [3H]hypoxanthine incorporation after 96 hrs by microtiter plate scintillation counting,,,,TM91-C235,6.92,multidrug resistant,MDR,6.92,True,False
CHEMBL2029587,,,919.21,3.0,4.32,6t,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNc2ccnc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,7.6,mefloquine resistant,MEFR,7.6,True,True
CHEMBL2029593,,,910.24,3.0,3.88,8c,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',106.0,nM,6.97,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,6.97,mefloquine resistant,MEFR,6.97,True,False
CHEMBL2029594,,,932.25,3.0,4.6,8f,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,7.6,mefloquine resistant,MEFR,7.6,True,True
CHEMBL2029744,,,775.04,3.0,3.07,9r,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2ccc3ccccc3n2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',164.0,nM,6.79,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,6.79,mefloquine resistant,MEFR,6.79,True,False
CHEMBL2029759,,,952.28,3.0,4.19,11e,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)CCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',92.0,nM,7.04,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,7.04,mefloquine resistant,MEFR,7.04,True,False
CHEMBL2029762,,,802.06,3.0,3.25,12h,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)Cc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',1368.0,nM,5.86,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,,,,TM91-C235,5.86,mefloquine resistant,MEFR,5.86,False,False
CHEMBL307261,,,284.35,0.0,2.19,DHA,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',1.8,nM,8.74,,,UO_0000065,0,CHEMBL1658515,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimalarial activity against Plasmodium falciparum IMT Guy harboring Ppcrt K76T, A220S, N326D and I371R mutant gene, Pmdr1 T184FN, 1042D and D1246Y, mutant gene and Pfmrp H191Y and S437A mutant gene and Pfnhe-1 ms4760 microsatellite mutant assessed as incorporation of [3]H hypoxanthine after 48 hrs by scintillation counter",,,,IMT Guy,8.74,,,8.843333,True,True
CHEMBL171967,,,246.28,0.0,2.33,6b alpha,CO[C@@H]1O[C@]2(CF)CC[C@H]3CCCCC31OO2,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL856447,organism-based format,,CHEMBL1131341,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity in chloroquine-sensitive Plasmodium falciparum NF54,,,,NF54,6.49,in chloroquine sensitive,CQS,6.49,True,False
CHEMBL353332,,,246.28,0.0,2.33,6b beta,CO[C@H]1O[C@]2(CF)CC[C@H]3CCCCC31OO2,IC50,'=',160.0,nM,6.8,,,UO_0000065,0,CHEMBL856447,organism-based format,,CHEMBL1131341,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity in chloroquine-sensitive Plasmodium falciparum NF54,,,,NF54,6.8,in chloroquine sensitive,CQS,6.8,True,False
CHEMBL1234899,,,381.38,0.0,4.19,2e,Cc1nc2cc(OC(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,IC50,'=',7.0,nM,8.15,,,UO_0000065,0,CHEMBL2014780,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,3D7,8.15,,,8.15,True,True
CHEMBL3238538,,,223.23,0.0,2.71,4,O=C1C(c2ccc(O)cc2)=Nc2ccccc21,IC50,'=',101.0,nM,7.0,,,UO_0000065,0,CHEMBL3242464,organism-based format,,CHEMBL3232725,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FcB1 infected in RBC assessed as inhibition of [3H]-hypoxanthine incorporation after 48 hrs by beta-counting,,,,FcB1,7.0,chloroquine resistant,CQR,7.0,True,False
CHEMBL3138243,,,620.78,2.0,6.5,4b,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3CC4(CC[C@@]32C)OOC2(CCCCC2)OO4)[C@@H]2CCC(C(C)CCC(=O)O)[C@@]12C,IC50,'=',19.22,nM,7.72,,,UO_0000065,0,CHEMBL765668,organism-based format,,CHEMBL1135585,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against chloroquine-resistant Plasmodium falciparum W2 Indochina,,,,W2,7.72,chloroquine resistant,CQR,7.72,True,True
CHEMBL3238540,,,267.28,0.0,3.02,6,COc1ccc(C2=Nc3ccc(OC)cc3C2=O)cc1,IC50,'=',80.0,nM,7.1,,,UO_0000065,0,CHEMBL3242464,organism-based format,,CHEMBL3232725,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FcB1 infected in RBC assessed as inhibition of [3H]-hypoxanthine incorporation after 48 hrs by beta-counting,,,,FcB1,7.1,chloroquine resistant,CQR,7.1,True,False
CHEMBL3084852,,,675.9,2.0,7.18,26,CCNC(=O)CCC(C)C1CC[C@H]2[C@@H]3[C@H](OC(C)=O)C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C)OOC1(CCC(CC)CC1)OO5,IC50,'=',23.14,nM,7.64,,,UO_0000065,0,CHEMBL767074,organism-based format,,CHEMBL1135585,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against chloroquine-sensitive Plasmodium falciparum African D6,,,,D6,7.64,chloroquine sensitive,CQS,7.67,True,True
CHEMBL98,VORINOSTAT,4.0,264.32,0.0,2.47,"SAHA, Zolinza",O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',127.0,nM,6.9,,,UO_0000065,0,CHEMBL1638137,organism-based format,,CHEMBL1629675,1,Scientific Literature,Antimicrob Agents Chemother,,Inhibition of HDAC in Plasmodium falciparum 3D7 by fluorescent activity assay,,,,3D7,6.9,,,6.656667,True,False
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',66.9,nM,7.17,,,UO_0000065,0,CHEMBL2019288,organism-based format,,CHEMBL2016476,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum W2 infected in human erythrocytes,,,,W2,7.17,,,6.687642,True,False
CHEMBL2017470,,,601.79,2.0,11.12,9a,O=C1C=C(CCCCCCCCCC[P+](Cc2ccccc2)(Cc2ccccc2)Cc2ccccc2)C(=O)c2ccccc21,IC50,'=',1303.5,nM,5.88,,,UO_0000065,0,CHEMBL2019288,organism-based format,,CHEMBL2016476,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum W2 infected in human erythrocytes,,,,W2,5.88,,,5.88,False,False
CHEMBL2017480,,,591.88,2.0,11.91,9l,CC1=C(CCCCCCCCCC[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)C(=O)c2ccccc2C1=O,IC50,'=',134.3,nM,6.87,,,UO_0000065,0,CHEMBL2019288,organism-based format,,CHEMBL2016476,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum W2 infected in human erythrocytes,,,,W2,6.87,,,6.87,True,False
CHEMBL2012953,,,315.37,0.0,3.43,2l,Cc1nc2c(F)cccc2n1-c1ccc(C(=O)NC2CC2)s1,IC50,'=',8.0,nM,8.1,,,UO_0000065,0,CHEMBL2014780,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,3D7,8.1,,,8.1,True,True
CHEMBL2012959,,,340.45,0.0,3.35,2r,Cc1nc2c(N(C)C)cccc2n1-c1ccc(C(=O)NC2CC2)s1,IC50,'=',75.0,nM,7.12,,,UO_0000065,0,CHEMBL2014780,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,3D7,7.12,,,7.12,True,False
CHEMBL2012960,,,329.4,0.0,3.74,2s,Cc1cc(F)c2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL2014780,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,3D7,8.0,,,8.0,True,True
CHEMBL2146519,,,329.88,0.0,4.56,(+)-AM1,Clc1ccc2c(NC[C@H]3CCCN4CCCC[C@@H]34)ccnc2c1,IC50,'=',35.77,nM,7.45,,,UO_0000065,0,CHEMBL2150322,organism-based format,,CHEMBL2146418,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human RBC assessed as inhibition of parasite growth after 72 hrs by lactate dehydrogenase assay,,,,W2,7.45,chloroquine resistant,CQR,7.45,True,False
CHEMBL2012820,,,257.32,0.0,2.45,1b,CNC(=O)c1ccc(-n2cnc3ccccc32)s1,IC50,'=',420.0,nM,6.38,,,UO_0000065,0,CHEMBL2014781,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,Dd2,6.38,,,6.38,True,False
CHEMBL2012824,,,283.36,0.0,2.98,1f,O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1,IC50,'=',90.0,nM,7.05,,,UO_0000065,0,CHEMBL2014781,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,Dd2,7.05,,,7.05,True,False
CHEMBL2012826,,,299.4,0.0,3.62,1h,CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,IC50,'=',7300.0,nM,5.14,,,UO_0000065,0,CHEMBL2014781,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,Dd2,5.14,,,5.14,False,False
CHEMBL2012950,,,327.41,0.0,3.3,2i,COc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,IC50,'=',109.0,nM,6.96,,,UO_0000065,0,CHEMBL2014781,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,,,,Dd2,6.96,,,6.96,True,False
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',48.0,nM,7.32,,,UO_0000065,0,CHEMBL1667155,organism-based format,,CHEMBL1649448,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum IMT 16332 assessed as incorporation of [3H]hypoxanthine after 48 hrs by scintillation counter,,,,IMT 16332,7.32,,,7.006667,True,False
